,Event/Tabling,Event Date,Event Name,Event ID,Engagement Type
1676,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1677,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1678,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1679,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1680,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1681,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1682,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1683,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1684,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1685,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1686,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1687,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1688,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1689,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1690,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1691,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1692,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1693,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1694,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1695,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1696,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1697,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1698,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1699,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1700,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1701,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1702,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1703,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1704,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1705,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1706,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1707,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1708,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1709,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1710,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1711,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1712,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1713,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1714,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1715,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1716,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1717,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1718,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Kids Engaged
1719,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1720,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1721,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1722,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1723,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1724,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1725,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1726,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1727,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1728,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1729,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1730,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1731,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1732,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1733,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1734,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1735,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1736,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1737,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1738,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1739,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1740,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1741,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1742,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1743,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1744,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1745,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1746,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1747,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1748,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1749,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1750,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1751,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1752,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1753,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1754,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1755,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1756,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1757,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1758,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1759,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1760,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1761,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1762,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1763,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1764,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1765,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1766,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1767,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1768,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1769,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1770,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1771,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1772,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1773,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1774,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1775,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1776,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1777,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1778,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1779,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1780,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1781,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1782,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1783,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1784,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1785,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1786,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1787,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1788,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1789,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1790,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1791,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1792,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1793,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1794,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1795,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1796,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1797,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1798,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1799,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1800,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1801,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1802,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1803,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1804,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1805,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1806,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1807,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1808,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1809,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1810,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1811,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1812,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1813,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1814,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1815,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1816,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1817,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1818,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1819,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1820,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1821,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1822,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1823,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1824,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1825,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1826,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1827,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1828,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1829,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1830,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1831,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1832,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1833,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1834,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1835,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1836,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1837,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1838,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1839,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1840,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1841,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1842,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1843,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1844,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1845,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1846,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1847,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1848,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1849,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1850,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1851,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1852,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1853,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1854,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1855,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1856,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1857,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1858,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1859,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1860,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1861,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1862,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1863,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1864,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1865,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1866,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1867,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1868,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1869,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1870,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1871,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1872,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1873,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1874,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1875,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1876,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1877,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1878,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1879,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1880,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1881,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1882,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1883,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1884,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1885,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1886,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1887,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1888,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1889,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1890,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1891,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1892,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1893,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1894,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1895,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1896,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1897,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1898,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1899,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1900,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1901,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1902,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1903,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1904,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1905,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1906,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1907,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1908,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1909,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1910,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1911,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1912,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1913,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1914,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1915,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1916,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1917,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1918,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1919,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1920,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1921,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1922,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1923,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1924,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1925,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1926,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1927,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1928,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1929,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1930,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1931,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1932,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1933,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1934,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1935,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1936,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1937,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1938,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1939,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1940,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1941,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1942,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1943,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1944,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1945,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1946,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1947,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1948,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1949,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1950,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1951,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1952,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1953,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1954,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1955,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1956,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1957,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1958,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1959,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1960,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1961,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1962,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1963,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1964,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1965,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1966,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1967,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1968,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1969,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1970,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1971,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1972,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1973,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1974,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1975,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1976,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1977,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1978,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1979,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1980,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1981,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1982,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1983,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1984,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1985,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1986,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1987,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1988,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1989,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1990,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1991,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1992,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1993,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1994,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1995,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1996,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1997,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1998,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
1999,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2000,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2001,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2002,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2003,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2004,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2005,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2006,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2007,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2008,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2009,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2010,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2011,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2012,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2013,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2014,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2015,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2016,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2017,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2018,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2019,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2020,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2021,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2022,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2023,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2024,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2025,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2026,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2027,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2028,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2029,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2030,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2031,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2032,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
2033,Community Event,2025-06-22,Grand Rapids Pride,E26,Number Adults Engaged
